video,cp,p,n,ttc_start,ttc_true,distance,lcd,l0,ldot,gate_g1,gate_ident,gate_m0,gate_fan,gate_fan_free,x_looming
LC_dv07_Tlc2p0_TTC07_CP1_S5p067_E15p067.mp4,CP1,0.0,10,7.0,7.0,13.61111111111111,2.0,1.6330000000000007,0.003333333333334447,0.0656377762174264,0.0656377762174264,0.0484978808546927,0.0,0.08,-3.9292297803881033
LC_dv07_Tlc2p0_TTC07_CP3_S5p667_E15p667.mp4,CP3,0.4,10,7.0,6.4,12.444444444444445,2.0,0.7830000000000001,-1.6800000000000015,0.9999957165710589,0.9999957165710589,0.999991460094529,0.0,1.0,-3.7509387489017034
LC_dv07_Tlc2p0_TTC07_CP5_S6p267_E16p267.mp4,CP5,0.35,10,7.0,5.8,11.277777777777777,2.0,-0.18100000000000027,-1.8399999999999987,0.9999999982799959,0.9999999982799959,0.999999995758924,1.0,1.0,-3.555294945454257
LC_dv07_Tlc3p0_TTC02_CP1_S5p067_E15p067.mp4,CP1,0.0625,24,2.0,2.0,3.888888888888889,3.0,1.6259999999999992,0.0033333333333285253,0.06654594577985537,0.06654594577985537,0.04921376081171632,0.0,0.08,-1.4758358334005228
LC_dv07_Tlc3p0_TTC02_CP2_S5p367_E15p367.mp4,CP2,0.75,12,2.0,1.7,3.305555555555556,3.0,1.401999999999999,-0.7466666666666674,0.8406103904737934,0.8406103904737934,0.8013532059549333,0.0,0.83,-1.1718197333747336
LC_dv07_Tlc3p0_TTC02_CP3_S5p667_E15p667.mp4,CP3,0.9166666666666666,12,2.0,1.4,2.722222222222222,3.0,1.0950000000000013,-1.1166666666666607,0.9924147461700809,0.9924147461700809,0.9886300895118151,0.0,0.975,-0.818459091831626
LC_dv07_Tlc3p0_TTC02_CP4_S5p967_E15p967.mp4,CP4,0.875,12,2.0,1.1,2.138888888888889,3.0,0.7739999999999998,-1.0700000000000052,0.995487571676805,0.995487571676805,0.9930648715468257,0.0,1.0,-0.4001972745314972
LC_dv07_Tlc3p0_TTC02_CP5_S6p267_E16p267.mp4,CP5,0.9583333333333334,12,2.0,0.8,1.5555555555555556,3.0,0.44999999999999996,-1.2033333333333296,0.9995847498906949,0.9995847498906949,0.9992933456682156,0.0,1.0,0.1018040459973522
LC_dv07_Tlc3p0_TTC03_CP1_S5p067_E15p067.mp4,CP1,0.0416666666666666,24,3.0,3.0,5.833333333333333,3.0,1.6270000000000004,2.960594732333751e-15,0.06772784818573098,0.06772784818573098,0.05014654965977282,0.0,0.08,-2.2555553199780123
LC_dv07_Tlc3p0_TTC03_CP2_S5p367_E15p367.mp4,CP2,0.75,12,3.0,2.7,5.25,3.0,1.3719999999999997,-0.8500000000000026,0.9099429885674447,0.9099429885674447,0.8829569522283998,0.0,0.91,-2.0507658466895697
LC_dv07_Tlc3p0_TTC03_CP3_S5p667_E15p667.mp4,CP3,0.875,12,3.0,2.4,4.666666666666666,3.0,1.0630000000000013,-1.139999999999993,0.9943181824729044,0.9943181824729044,0.9913626453445586,0.0,0.98,-1.8234337124089448
LC_dv07_Tlc3p0_TTC03_CP4_S5p967_E15p967.mp4,CP4,0.7916666666666666,12,3.0,2.1,4.083333333333333,3.0,0.7500000000000007,-1.0433333333333354,0.9946836726974788,0.9946836726974788,0.991892509491078,0.0,1.0,-1.5682605400132
LC_dv07_Tlc3p0_TTC03_CP5_S6p267_E16p267.mp4,CP5,0.8333333333333334,12,3.0,1.8,3.5,3.0,0.42899999999999916,-1.1900000000000037,0.9995550961287482,0.9995550961287482,0.9992449284474114,0.0,1.0,-1.278005697428891
LC_dv07_Tlc3p0_TTC04_CP1_S5p033_E15p033.mp4,CP1,0.0625,24,4.0,4.0,7.777777777777778,3.0,1.6280000000000008,2.960594732333751e-15,0.06759573037040441,0.06759573037040441,0.050042215503594126,0.0,0.08,-2.819761432955759
LC_dv07_Tlc3p0_TTC04_CP2_S5p333_E15p333.mp4,CP2,0.375,12,4.0,3.7,7.194444444444445,3.0,1.4300000000000004,-0.6600000000000014,0.7599247756965084,0.7599247756965084,0.7107426392460292,0.0,0.765,-2.6662696454454218
LC_dv07_Tlc3p0_TTC04_CP3_S5p633_E15p633.mp4,CP3,0.5833333333333334,12,4.0,3.4,6.611111111111111,3.0,1.123,-1.133333333333336,0.9928672019341728,0.9928672019341728,0.9892758899783244,0.0,0.98,-2.5002492060565444
LC_dv07_Tlc3p0_TTC04_CP4_S5p933_E15p933.mp4,CP4,0.875,12,4.0,3.1,6.027777777777778,3.0,0.8089999999999999,-1.0466666666666669,0.9938783045352523,0.9938783045352523,0.9907273123008085,0.0,1.0,-2.3195237816851915
LC_dv07_Tlc3p0_TTC04_CP5_S6p233_E16p233.mp4,CP5,0.75,12,4.0,2.8,5.444444444444444,3.0,0.4879999999999993,-1.070000000000002,0.998134186699616,0.998134186699616,0.997015640865949,0.0,1.0,-2.121315140754475
LC_dv07_Tlc3p0_TTC05_CP1_S5p067_E15p067.mp4,CP1,0.0416666666666666,12,5.0,5.0,9.72222222222222,3.0,1.6300000000000006,2.960594732333751e-15,0.06733209223175622,0.06733209223175622,0.0498340664926506,0.0,0.08,-3.2608415070219836
LC_dv07_Tlc3p0_TTC05_CP3_S5p667_E15p667.mp4,CP3,0.75,12,5.0,4.4,8.555555555555555,3.0,1.0559999999999998,-1.1366666666666674,0.9942689012799276,0.9942689012799276,0.9912913405384519,0.0,0.98,-3.0078749016691306
LC_dv07_Tlc3p0_TTC05_CP5_S6p267_E16p267.mp4,CP5,0.6666666666666666,12,5.0,3.8,7.388888888888888,3.0,0.4200000000000006,-1.183333333333329,0.9995370429051341,0.9995370429051341,0.9992155188675672,0.0,1.0,-2.718732159129608
LC_dv07_Tlc3p0_TTC06_CP1_S5p067_E15p067.mp4,CP1,0.0416666666666666,12,6.0,6.0,11.666666666666666,3.0,1.631,-0.003333333333331486,0.06852474796040607,0.06852474796040607,0.05077620112144428,0.0,0.08,-3.622644705660919
LC_dv07_Tlc3p0_TTC06_CP2_S5p367_E15p367.mp4,CP2,0.25,12,6.0,5.7,11.083333333333334,3.0,1.365,-0.8866666666666667,0.9276604359339786,0.9276604359339786,0.9045770488888365,0.0,0.94,-3.5207561488392507
LC_dv07_Tlc3p0_TTC06_CP4_S5p967_E15p967.mp4,CP4,0.375,12,6.0,5.1,9.916666666666666,3.0,0.7419999999999998,-1.053333333333336,0.9952418833534088,0.9952418833534088,0.9927055043940641,0.0,1.0,-3.30008630092581
LC_dv07_Tlc4p0_TTC02_CP1_S5p067_E15p067.mp4,CP1,0.0,25,2.0,2.0,3.888888888888889,4.0,1.6259999999999992,0.0033333333333285253,0.06654594577985537,0.06654594577985537,0.04921376081171632,0.0,0.08,-1.4758358334005228
LC_dv07_Tlc4p0_TTC02_CP2_S5p367_E15p367.mp4,CP2,0.6538461538461539,13,2.0,1.7,3.305555555555556,4.0,1.429,-0.656666666666664,0.757089120905953,0.757089120905953,0.7076267084570982,0.0,0.765,-1.1718197333747336
LC_dv07_Tlc4p0_TTC02_CP3_S5p667_E15p667.mp4,CP3,1.0,12,2.0,1.4,2.722222222222222,4.0,1.2020000000000006,-0.8399999999999993,0.9308056600491601,0.9308056600491601,0.9084570003744499,0.0,0.88,-0.818459091831626
LC_dv07_Tlc4p0_TTC02_CP4_S5p967_E15p967.mp4,CP4,0.8461538461538461,13,2.0,1.1,2.138888888888889,4.0,0.9690000000000001,-0.7766666666666685,0.9364019379475157,0.9364019379475157,0.9153951263408932,0.0,0.935,-0.4001972745314972
LC_dv07_Tlc4p0_TTC02_CP5_S6p267_E16p267.mp4,CP5,1.0,12,2.0,0.8,1.5555555555555556,4.0,0.7280000000000004,-0.8799999999999979,0.981320459821724,0.981320459821724,0.9732778297688099,0.0,0.97,0.1018040459973522
LC_dv07_Tlc4p0_TTC03_CP1_S5p067_E15p067.mp4,CP1,0.0,25,3.0,3.0,5.833333333333333,4.0,1.6270000000000004,2.960594732333751e-15,0.06772784818573098,0.06772784818573098,0.05014654965977282,0.0,0.08,-2.2555553199780123
LC_dv07_Tlc4p0_TTC03_CP2_S5p367_E15p367.mp4,CP2,0.6538461538461539,13,3.0,2.7,5.25,4.0,1.430999999999999,-0.6533333333333384,0.7532802318245195,0.7532802318245195,0.7034480265859732,0.0,0.765,-2.0507658466895697
LC_dv07_Tlc4p0_TTC03_CP3_S5p667_E15p667.mp4,CP3,0.9583333333333334,12,3.0,2.4,4.666666666666666,4.0,1.1990000000000005,-0.8566666666666627,0.9376514947341962,0.9376514947341962,0.9169505990704179,0.0,0.895,-1.8234337124089448
LC_dv07_Tlc4p0_TTC03_CP4_S5p967_E15p967.mp4,CP4,0.8461538461538461,13,3.0,2.1,4.083333333333333,4.0,0.9669999999999994,-0.773333333333337,0.9353883324631107,0.9353883324631107,0.9141350947426459,0.0,0.94,-1.5682605400132
LC_dv07_Tlc4p0_TTC03_CP5_S6p267_E16p267.mp4,CP5,0.9583333333333334,12,3.0,1.8,3.5,4.0,0.7299999999999993,-0.8800000000000038,0.9812279667544027,0.9812279667544027,0.9731527464793174,0.0,0.97,-1.278005697428891
LC_dv07_Tlc4p0_TTC04_CP1_S5p033_E15p033.mp4,CP1,0.02,25,4.0,4.0,7.777777777777778,4.0,1.6280000000000008,2.960594732333751e-15,0.06759573037040441,0.06759573037040441,0.050042215503594126,0.0,0.08,-2.819761432955759
LC_dv07_Tlc4p0_TTC04_CP2_S5p333_E15p333.mp4,CP2,0.5769230769230769,13,4.0,3.7,7.194444444444445,4.0,1.4780000000000004,-0.5000000000000012,0.5685670972735157,0.5685670972735157,0.5088646544017325,0.0,0.57,-2.6662696454454218
LC_dv07_Tlc4p0_TTC04_CP3_S5p633_E15p633.mp4,CP3,0.7083333333333334,12,4.0,3.4,6.611111111111111,4.0,1.2519999999999996,-0.8400000000000052,0.9238297539142435,0.9238297539142435,0.8998694574994635,0.0,0.87,-2.5002492060565444
LC_dv07_Tlc4p0_TTC04_CP4_S5p933_E15p933.mp4,CP4,0.7307692307692307,13,4.0,3.1,6.027777777777778,4.0,1.0209999999999997,-0.7699999999999996,0.926822193570497,0.926822193570497,0.9035452601479527,0.0,0.94,-2.3195237816851915
LC_dv07_Tlc4p0_TTC04_CP5_S6p233_E16p233.mp4,CP5,0.8333333333333334,12,4.0,2.8,5.444444444444444,4.0,0.7819999999999998,-0.7966666666666663,0.962030203687582,0.962030203687582,0.9478379600829765,0.0,0.97,-2.121315140754475
LC_dv07_Tlc4p0_TTC06_CP1_S5p067_E15p067.mp4,CP1,0.0416666666666666,12,6.0,6.0,11.666666666666666,4.0,1.631,2.960594732333751e-15,0.06720057157626495,0.06720057157626495,0.049730251275251006,0.0,0.08,-3.622644705660919
LC_dv07_Tlc4p0_TTC06_CP3_S5p667_E15p667.mp4,CP3,0.4583333333333333,12,6.0,5.4,10.5,4.0,1.2,-0.8499999999999996,0.9350050115796908,0.9350050115796908,0.9136589792906256,0.0,0.89,-3.413438661840392
LC_dv07_Tlc4p0_TTC06_CP5_S6p267_E16p267.mp4,CP5,0.7083333333333334,12,6.0,4.8,9.333333333333332,4.0,0.7299999999999993,-0.8800000000000038,0.9812279667544027,0.9812279667544027,0.9731527464793174,0.0,0.97,-3.179986742961797
LC_dv07_Tlc4p0_TTC07_CP1_S5p067_E15p067.mp4,CP1,0.0384615384615384,13,7.0,7.0,13.61111111111111,4.0,1.6330000000000007,0.003333333333334447,0.0656377762174264,0.0656377762174264,0.0484978808546927,0.0,0.08,-3.9292297803881033
LC_dv07_Tlc4p0_TTC07_CP2_S5p367_E15p367.mp4,CP2,0.3076923076923077,13,7.0,6.7,13.02777777777778,4.0,1.4559999999999993,-0.5900000000000046,0.6799921212760437,0.6799921212760437,0.6244433453690214,0.0,0.675,-3.8420599656626147
LC_dv07_Tlc4p0_TTC07_CP4_S5p967_E15p967.mp4,CP4,0.5769230769230769,13,7.0,6.1,11.86111111111111,4.0,0.9859999999999995,-0.7933333333333378,0.9404527838944867,0.9404527838944867,0.9204464283743305,0.0,0.955,-3.655493105635152
LC_dv14_Tlc2p0_TTC02_CP1_S5p067_E15p067.mp4,CP1,0.0769230769230769,26,2.0,2.0,7.777777777777778,2.0,1.628,0.0,0.06759573037040566,0.06759573037040566,0.050042215503595125,0.0,0.075,-2.126614252395814
LC_dv14_Tlc2p0_TTC02_CP2_S5p367_E15p367.mp4,CP2,0.9230769230769232,13,2.0,1.7,6.611111111111111,2.0,1.2410000000000003,-1.2899999999999987,0.997492437067318,0.997492437067318,0.996041105481648,0.0,1.0,-1.8071020254965993
LC_dv14_Tlc2p0_TTC02_CP3_S5p667_E15p667.mp4,CP3,1.0,13,2.0,1.4,5.444444444444444,2.0,0.7790000000000006,-1.7066666666666623,0.9999971246462699,0.9999971246462699,0.9999941966731881,0.0,1.0,-1.4281679601945294
LC_dv14_Tlc2p0_TTC02_CP4_S5p967_E15p967.mp4,CP4,0.9230769230769232,13,2.0,1.1,4.277777777777778,2.0,0.29899999999999927,-1.6000000000000045,0.9999986797519633,0.9999986797519633,0.9999972722735722,0.0,1.0,-0.9636630946851306
LC_dv14_Tlc2p0_TTC02_CP5_S6p267_E16p267.mp4,CP5,1.0,13,2.0,0.8,3.111111111111111,2.0,-0.19100000000000006,-1.813333333333335,0.9999999973645194,0.9999999973645194,0.9999999935686468,1.0,1.0,-0.36704016867923733
LC_dv14_Tlc2p0_TTC03_CP1_S5p067_E15p067.mp4,CP1,0.0576923076923076,26,3.0,3.0,11.666666666666666,2.0,1.6300000000000006,-0.003333333333331486,0.0686582649460838,0.0686582649460838,0.0508817524756282,0.0,0.08,-2.9294975251009734
LC_dv14_Tlc2p0_TTC03_CP2_S5p367_E15p367.mp4,CP2,0.9615384615384616,13,3.0,2.7,10.5,2.0,1.235,-1.3166666666666682,0.9980916639635253,0.9980916639635253,0.9969506241891247,0.0,1.0,-2.7202914812804466
LC_dv14_Tlc2p0_TTC03_CP3_S5p667_E15p667.mp4,CP3,0.8076923076923077,13,3.0,2.4,9.333333333333332,2.0,0.7739999999999998,-1.7066666666666683,0.9999971926735736,0.9999971926735736,0.999994329833734,0.0,1.0,-2.4868395624018516
LC_dv14_Tlc2p0_TTC03_CP4_S5p967_E15p967.mp4,CP4,0.9230769230769232,13,3.0,2.1,8.166666666666666,2.0,0.2949999999999997,-1.5966666666666671,0.999998640030944,0.999998640030944,0.9999971926735736,0.0,1.0,-2.222852452749923
LC_dv14_Tlc2p0_TTC03_CP5_S6p267_E16p267.mp4,CP5,0.8846153846153846,13,3.0,1.8,7.0,2.0,-0.19900000000000007,-1.8266666666666698,0.9999999980320942,0.9999999980320942,0.9999999951634568,1.0,1.0,-1.9192714731796099
LC_dv14_Tlc2p0_TTC04_CP1_S5p067_E15p067.mp4,CP1,0.0192307692307692,26,4.0,4.0,15.555555555555555,2.0,1.6330000000000007,-0.0066666666666659324,0.06959850821849405,0.06959850821849405,0.051625511135871986,0.0,0.08,-3.50202987173271
LC_dv14_Tlc2p0_TTC04_CP2_S5p367_E15p367.mp4,CP2,0.6923076923076923,13,4.0,3.7,14.38888888888889,2.0,1.2380000000000002,-1.3166666666666682,0.9980731718505069,0.9980731718505069,0.9969223714464196,0.0,1.0,-3.3467218195246335
LC_dv14_Tlc2p0_TTC04_CP3_S5p667_E15p667.mp4,CP3,0.4615384615384615,13,4.0,3.4,13.22222222222222,2.0,0.7830000000000001,-1.68333333333333,0.9999959135900139,0.9999959135900139,0.9999918410003159,0.0,1.0,-3.178391416598784
LC_dv14_Tlc2p0_TTC04_CP4_S5p967_E15p967.mp4,CP4,0.8076923076923077,13,4.0,3.1,12.055555555555555,2.0,0.3099999999999994,-1.5766666666666693,0.9999980359568056,0.9999980359568056,0.9999959899465021,0.0,1.0,-2.994666810733115
LC_dv14_Tlc2p0_TTC04_CP5_S6p267_E16p267.mp4,CP5,0.6538461538461539,13,4.0,2.8,10.888888888888888,2.0,-0.1869999999999996,-1.8366666666666642,0.9999999982373063,0.9999999982373063,0.9999999956562385,1.0,1.0,-2.7924676631200214
LC_dv14_Tlc2p0_TTC05_CP1_S5p067_E15p067.mp4,CP1,0.0,13,5.0,5.0,19.444444444444443,2.0,1.635999999999999,-0.003333333333337407,0.0678601653862488,0.0678601653862488,0.05025105715809491,0.0,0.08,-3.9470035365243263
LC_dv14_Tlc2p0_TTC05_CP3_S5p667_E15p667.mp4,CP3,0.3076923076923077,13,5.0,4.4,17.11111111111111,2.0,0.7790000000000006,-1.7066666666666623,0.9999971246462699,0.9999971246462699,0.9999941966731881,0.0,1.0,-3.6920172466422034
LC_dv14_Tlc2p0_TTC05_CP5_S6p267_E16p267.mp4,CP5,0.4615384615384615,13,5.0,3.8,14.777777777777777,2.0,-0.19299999999999984,-1.826666666666664,0.9999999979586583,0.9999999979586583,0.9999999949874311,1.0,1.0,-3.3998370992963483
LC_dv14_Tlc2p0_TTC06_CP1_S5p067_E15p067.mp4,CP1,0.1153846153846153,13,6.0,6.0,23.33333333333333,2.0,1.6389999999999991,-0.006666666666671854,0.06879198247347547,0.06879198247347547,0.05098747843911339,0.0,0.08,-4.3109324539736695
LC_dv14_Tlc2p0_TTC06_CP2_S5p367_E15p367.mp4,CP2,0.4230769230769231,13,6.0,5.7,22.166666666666668,2.0,1.2440000000000004,-1.3166666666666624,0.9980356984122977,0.9980356984122977,0.9968651577392944,0.0,1.0,-4.208521269093284
LC_dv14_Tlc2p0_TTC06_CP4_S5p967_E15p967.mp4,CP4,0.5,13,6.0,5.1,19.83333333333333,2.0,0.30400000000000005,-1.5966666666666671,0.9999985782918679,0.9999985782918679,0.9999970690912174,0.0,1.0,-3.9865180565099796
LC_dv14_Tlc3p0_TTC02_CP1_S5p033_E15p033.mp4,CP1,0.0,24,2.0,2.0,7.777777777777778,3.0,1.628,-0.003333333333331486,0.06892590070714696,0.06892590070714696,0.051093379192690754,0.0,0.075,-2.126614252395814
LC_dv14_Tlc3p0_TTC02_CP2_S5p333_E15p333.mp4,CP2,0.6666666666666666,12,2.0,1.7,6.611111111111111,3.0,1.4289999999999992,-0.6633333333333358,0.7633659258264393,0.7633659258264393,0.7145296640985588,0.0,0.76,-1.8071020254965993
LC_dv14_Tlc3p0_TTC02_CP3_S5p633_E15p633.mp4,CP3,1.0,12,2.0,1.4,5.444444444444444,3.0,1.1220000000000006,-1.1366666666666674,0.9930843699650579,0.9930843699650579,0.9895866407904483,0.0,0.975,-1.4281679601945294
LC_dv14_Tlc3p0_TTC02_CP4_S5p933_E15p933.mp4,CP4,0.875,12,2.0,1.1,4.277777777777778,3.0,0.8079999999999996,-1.04666666666667,0.9938957654158629,0.9938957654158629,0.9907524843906369,0.0,1.0,-0.9636630946851306
LC_dv14_Tlc3p0_TTC02_CP5_S6p233_E16p233.mp4,CP5,1.0,12,2.0,0.8,3.111111111111111,3.0,0.48600000000000043,-1.0733333333333306,0.9982050834916191,0.9982050834916191,0.9971241973776559,0.0,1.0,-0.36704016867923733
LC_dv14_Tlc3p0_TTC03_CP1_S5p067_E15p067.mp4,CP1,0.0833333333333333,24,3.0,3.0,11.666666666666666,3.0,1.6300000000000006,-0.0066666666666659324,0.07000449169775758,0.07000449169775758,0.051946899341114953,0.0,0.08,-2.9294975251009734
LC_dv14_Tlc3p0_TTC03_CP2_S5p367_E15p367.mp4,CP2,0.7083333333333334,12,3.0,2.7,10.5,3.0,1.3650000000000009,-0.8833333333333323,0.9262592498030785,0.9262592498030785,0.902852861471274,0.0,0.935,-2.7202914812804466
LC_dv14_Tlc3p0_TTC03_CP3_S5p667_E15p667.mp4,CP3,0.8333333333333334,12,3.0,2.4,9.333333333333332,3.0,1.062,-1.1233333333333326,0.9934643023675425,0.9934643023675425,0.9901315728443864,0.0,0.98,-2.4868395624018516
LC_dv14_Tlc3p0_TTC03_CP4_S5p967_E15p967.mp4,CP4,0.875,12,3.0,2.1,8.166666666666666,3.0,0.7529999999999999,-1.0300000000000007,0.9939824095323917,0.9939824095323917,0.9908774498397945,0.0,1.0,-2.222852452749923
LC_dv14_Tlc3p0_TTC03_CP5_S6p267_E16p267.mp4,CP5,1.0,12,3.0,1.8,7.0,3.0,0.43700000000000006,-1.1733333333333344,0.9994519960911403,0.9994519960911403,0.9990775947637479,0.0,1.0,-1.9192714731796099
LC_dv14_Tlc3p0_TTC04_CP1_S5p067_E15p067.mp4,CP1,0.0,24,4.0,4.0,15.555555555555555,3.0,1.6330000000000007,-0.0066666666666659324,0.06959850821849405,0.06959850821849405,0.051625511135871986,0.0,0.08,-3.50202987173271
LC_dv14_Tlc3p0_TTC04_CP2_S5p367_E15p367.mp4,CP2,0.4583333333333333,12,4.0,3.7,14.38888888888889,3.0,1.3669999999999998,-0.8866666666666697,0.9273818432199612,0.9273818432199612,0.904234025900601,0.0,0.94,-3.3467218195246335
LC_dv14_Tlc3p0_TTC04_CP3_S5p667_E15p667.mp4,CP3,0.7083333333333334,12,4.0,3.4,13.22222222222222,3.0,1.059,-1.140000000000002,0.9943833053719391,0.9943833053719391,0.9914569215954817,0.0,0.98,-3.178391416598784
LC_dv14_Tlc3p0_TTC04_CP4_S5p967_E15p967.mp4,CP4,0.6666666666666666,12,4.0,3.1,12.055555555555555,3.0,0.7419999999999989,-1.0566666666666702,0.9953798107040172,0.9953798107040172,0.9929071288965738,0.0,1.0,-2.994666810733115
LC_dv14_Tlc3p0_TTC04_CP5_S6p267_E16p267.mp4,CP5,0.7916666666666666,12,4.0,2.8,10.888888888888888,3.0,0.4230000000000007,-1.183333333333329,0.9995320028000246,0.9995320028000246,0.9992073169858017,0.0,1.0,-2.7924676631200214
LC_dv14_Tlc3p0_TTC06_CP1_S5p067_E15p067.mp4,CP1,0.0416666666666666,12,6.0,6.0,23.33333333333333,3.0,1.6389999999999991,-0.003333333333337407,0.06746381177441818,0.06746381177441818,0.04993805450831958,0.0,0.08,-4.3109324539736695
LC_dv14_Tlc3p0_TTC06_CP3_S5p667_E15p667.mp4,CP3,0.2916666666666667,12,6.0,5.4,21.0,3.0,1.0640000000000007,-1.1433333333333333,0.9944637763344877,0.9944637763344877,0.991573496416559,0.0,0.985,-4.100592230430808
LC_dv14_Tlc3p0_TTC06_CP5_S6p267_E16p267.mp4,CP5,0.4166666666666667,12,6.0,4.8,18.666666666666664,3.0,0.4279999999999997,-1.183333333333335,0.9995234895197389,0.9995234895197389,0.9991934715554032,0.0,1.0,-3.8655582954417866
LC_dv14_Tlc3p0_TTC07_CP1_S5p067_E15p067.mp4,CP1,0.0416666666666666,12,7.0,7.0,27.22222222222222,3.0,1.6419999999999992,0.0,0.0657669232431323,0.0657669232431323,0.04859963665557528,0.0,0.08,-4.6188029292484325
