t,ego_x,ego_y,ego_psi,ego_v,ego_ax,ego_delta,oth_x,oth_y,oth_psi,oth_v,oth_ax,oth_class,valid
4.20,110.500,-0.020,0.000,26.000,0.000,NaN,124.025,0.012,0.000,23.800,-1.000,car,1
4.25,111.800,0.008,0.000,26.000,0.000,NaN,125.213,0.023,0.000,23.750,-1.000,car,1
4.30,113.100,0.002,0.000,26.000,-2.000,NaN,126.397,0.006,0.000,23.700,-1.000,car,1
4.35,114.390,-0.011,0.000,25.800,-4.000,NaN,127.580,0.020,0.000,23.650,-1.000,car,1
4.40,115.670,-0.012,0.000,25.600,-4.000,NaN,128.760,0.017,0.000,23.600,-1.000,car,1
4.45,116.940,-0.009,0.000,25.400,-4.000,NaN,129.938,-0.023,0.000,23.550,-1.000,car,1
4.50,118.200,0.008,0.000,25.200,-4.000,NaN,131.113,0.049,0.000,23.500,-1.000,car,1
4.55,119.450,0.017,0.000,25.000,-4.000,NaN,132.285,-0.013,0.000,23.450,-1.000,car,1
4.60,120.690,-0.028,0.000,24.800,-4.000,NaN,133.455,-0.045,0.000,23.400,-1.000,car,1
4.65,121.920,0.006,0.000,24.600,-4.000,NaN,134.623,0.005,0.000,23.350,-1.000,car,1
4.70,123.140,-0.039,0.000,24.400,-4.000,NaN,135.788,-0.005,0.000,23.300,-1.000,car,1
4.75,124.350,0.022,0.000,24.200,-4.000,NaN,136.950,-0.001,0.000,23.250,-1.000,car,1
4.80,125.550,-0.001,0.000,24.000,-4.000,NaN,138.110,-0.035,0.000,23.200,-1.000,car,1
4.85,126.740,0.014,0.000,23.800,-4.000,NaN,139.267,-0.021,0.000,23.150,-1.000,car,1
4.90,127.920,-0.011,0.000,23.600,-4.000,NaN,140.423,0.034,0.000,23.100,-1.000,car,1
4.95,129.090,-0.020,0.000,23.400,-4.000,NaN,141.575,-0.006,0.000,23.050,-1.000,car,1
5.00,130.250,-0.000,0.000,23.200,-4.000,NaN,142.725,0.012,0.000,23.000,-1.000,car,1
5.05,131.400,0.031,0.000,23.000,-4.000,NaN,143.873,-0.001,0.000,22.950,-1.000,car,1
5.10,132.540,0.010,0.000,22.800,-4.000,NaN,145.018,-0.003,0.000,22.900,-1.000,car,1
5.15,133.670,-0.033,0.000,22.600,-4.000,NaN,146.160,0.033,0.000,22.850,-1.000,car,1
5.20,134.790,0.015,0.000,22.400,-4.000,NaN,147.300,0.036,0.000,22.800,-1.000,car,1
5.25,135.900,-0.021,0.000,22.200,-4.000,NaN,148.438,0.004,0.000,22.750,-1.000,car,1
5.30,137.000,0.038,0.000,22.000,-4.000,NaN,149.572,0.066,0.000,22.700,-1.000,car,1
5.35,138.090,0.002,0.000,21.800,-4.000,NaN,150.705,0.009,0.000,22.650,-1.000,car,1
5.40,139.170,-0.019,0.000,21.600,-4.000,NaN,151.835,-0.006,0.000,22.600,-1.000,car,1
5.45,140.240,-0.015,0.000,21.400,-4.000,NaN,152.963,0.031,0.000,22.550,-1.000,car,1
5.50,141.300,-0.008,0.000,21.200,-4.000,NaN,154.088,-0.003,0.000,22.500,-1.000,car,1
5.55,142.350,0.016,0.000,21.000,-4.000,NaN,155.210,-0.004,0.000,22.450,-1.000,car,1
5.60,143.390,0.021,0.000,20.800,-4.000,NaN,156.330,-0.005,0.000,22.400,-1.000,car,1
5.65,144.420,0.015,0.000,20.600,-4.000,NaN,157.447,-0.030,0.000,22.350,-1.000,car,1
5.70,145.440,-0.000,0.000,20.400,-4.000,NaN,158.562,-0.044,0.000,22.300,-1.000,car,1
5.75,146.450,-0.017,0.000,20.200,-4.000,NaN,159.675,-0.022,0.000,22.250,-1.000,car,1
5.80,147.450,0.039,0.000,20.000,-4.000,NaN,160.785,-0.032,0.000,22.200,-1.000,car,1
5.85,148.440,0.039,0.000,19.800,-4.000,NaN,161.893,0.020,0.000,22.150,-1.000,car,1
5.90,149.420,0.009,0.000,19.600,-4.000,NaN,162.998,-0.022,0.000,22.100,-1.000,car,1
5.95,150.390,0.016,0.000,19.400,-4.000,NaN,164.100,0.057,0.000,22.050,-1.000,car,1
6.00,151.350,0.020,0.000,19.200,-4.000,NaN,165.200,0.012,0.000,22.000,-1.000,car,1
6.05,152.300,0.002,0.000,19.000,-4.000,NaN,166.297,0.021,0.000,21.950,-1.000,car,1
6.10,153.240,0.003,0.000,18.800,-4.000,NaN,167.393,-0.006,0.000,21.900,-1.000,car,1
6.15,154.170,0.017,0.000,18.600,-4.000,NaN,168.485,-0.010,0.000,21.850,-1.000,car,1
6.20,155.090,0.018,0.000,18.400,-4.000,NaN,169.575,0.063,0.000,21.800,-1.000,car,1
6.25,156.000,0.019,0.000,18.200,-4.000,NaN,170.663,-0.014,0.000,21.750,-1.000,car,1
6.30,156.900,-0.004,0.000,18.000,-4.000,NaN,171.748,0.032,0.000,21.700,-1.000,car,1
6.35,157.790,-0.016,0.000,17.800,-4.000,NaN,172.830,0.056,0.000,21.650,-1.000,car,1
6.40,158.670,-0.004,0.000,17.600,-4.000,NaN,173.910,0.004,0.000,21.600,-1.000,car,1
6.45,159.540,0.008,0.000,17.400,-4.000,NaN,174.988,0.098,0.000,21.550,-1.000,car,1
6.50,160.400,-0.002,0.000,17.200,-4.000,NaN,176.062,-0.017,0.000,21.500,-1.000,car,1
6.55,161.250,-0.008,0.000,17.000,-4.000,NaN,177.135,0.020,0.000,21.450,-1.000,car,1
6.60,162.090,0.034,0.000,16.800,-4.000,NaN,178.205,-0.031,0.000,21.400,-1.000,car,1
6.65,162.920,-0.007,0.000,16.600,-4.000,NaN,179.273,-0.007,0.000,21.350,-1.000,car,1
6.70,163.740,-0.008,0.000,16.400,-4.000,NaN,180.338,0.045,0.000,21.300,-1.000,car,1
6.75,164.550,0.018,0.000,16.200,-4.000,NaN,181.400,0.042,0.000,21.250,-1.000,car,1
6.80,165.350,-0.010,0.000,16.000,-4.000,NaN,182.460,-0.033,0.000,21.200,-1.000,car,1
6.85,166.140,-0.001,0.000,15.800,-4.000,NaN,183.518,-0.022,0.000,21.150,-1.000,car,1
6.90,166.920,0.004,0.000,15.600,-4.000,NaN,184.572,0.032,0.000,21.100,-1.000,car,1
6.95,167.690,-0.044,0.000,15.400,-4.000,NaN,185.625,0.022,0.000,21.050,-1.000,car,1
7.00,168.450,0.043,0.000,15.200,-4.000,NaN,186.675,-0.037,0.000,21.000,-1.000,car,1
7.05,169.200,0.006,0.000,15.000,-4.000,NaN,187.722,-0.035,0.000,20.950,-1.000,car,1
7.10,169.940,-0.017,0.000,14.800,-4.000,NaN,188.768,0.003,0.000,20.900,-1.000,car,1
7.15,170.670,0.036,0.000,14.600,-4.000,NaN,189.810,0.048,0.000,20.850,-1.000,car,1
7.20,171.390,0.002,0.000,14.400,-4.000,NaN,190.850,0.031,0.000,20.800,-1.000,car,1
7.25,172.100,-0.055,0.000,14.200,-4.000,NaN,191.888,-0.011,0.000,20.750,-1.000,car,1
7.30,172.800,-0.005,0.000,14.000,-4.000,NaN,192.923,0.017,0.000,20.700,-1.000,car,1
7.35,173.490,-0.016,0.000,13.800,-4.000,NaN,193.955,-0.027,0.000,20.650,-1.000,car,1
7.40,174.170,-0.018,0.000,13.600,-4.000,NaN,194.985,0.017,0.000,20.600,-1.000,car,1
7.45,174.840,0.007,0.000,13.400,-4.000,NaN,196.013,-0.011,0.000,20.550,-1.000,car,1
7.50,175.500,0.019,0.000,13.200,-4.000,NaN,197.038,-0.004,0.000,20.500,-1.000,car,1
7.55,176.150,-0.013,0.000,13.000,-4.000,NaN,198.060,-0.021,0.000,20.450,-1.000,car,1
7.60,176.790,-0.042,0.000,12.800,-4.000,NaN,199.080,0.005,0.000,20.400,-1.000,car,1
7.65,177.420,0.014,0.000,12.600,-4.000,NaN,200.097,0.015,0.000,20.350,-1.000,car,1
7.70,178.040,0.053,0.000,12.400,-4.000,NaN,201.113,-0.011,0.000,20.300,-1.000,car,1
7.75,178.650,-0.026,0.000,12.200,-4.000,NaN,202.125,0.054,0.000,20.250,-1.000,car,1
7.80,179.250,0.031,0.000,12.000,-4.000,NaN,203.135,-0.024,0.000,20.200,-1.000,car,1
7.85,179.840,-0.001,0.000,11.800,-4.000,NaN,204.143,-0.015,0.000,20.150,-1.000,car,1
7.90,180.420,0.011,0.000,11.600,-4.000,NaN,205.148,-0.010,0.000,20.100,-1.000,car,1
7.95,180.990,0.015,0.000,11.400,-4.000,NaN,206.150,0.030,0.000,20.050,-1.000,car,1
8.00,181.550,0.040,0.000,11.200,-4.000,NaN,207.150,-0.012,0.000,20.000,-1.000,car,1
