seed_id,omega,v_f0,d0,t_crash,dv_lead_orig
286,0.192432883,6.53,23.19,5.05,2.219486167
287,0.17134507,6.53,23.19,5.15,2.58965314
288,0.10979145,6.53,23.19,4.85,2.552155865
289,1.060433504,6.53,23.19,5.2,1.844593896
290,3.539153382,6.53,23.19,5.05,1.514516481
291,0.345144377,11.63,56.89,5.2,6.229056397
292,0.082494831,9.22,21.64,5.0,3.480268955
293,0.032886479,9.22,21.64,5.05,2.019403211
294,0.141642682,4.34,3.46,5.15,2.143960078
295,0.083665249,1.28,1.41,5.1,0.809303693
296,0.023718668,1.62,2.51,4.85,1.034347745
297,0.208983419,3.02,9.46,4.85,2.213437636
298,0.114236635,3.02,9.46,5.2,1.697797702
299,0.97256753,4.3,2.38,4.85,1.707221461
300,0.020501914,6.19,10.92,4.85,2.857178786
301,4.441292289,6.19,10.92,4.85,3.051959112
302,1.931188526,5.41,25.79,4.95,4.453380326
303,0.014084382,8.08,9.72,5.15,4.208961592
304,2.470180302,1.04,1.34,5.0,0.816369446
305,1.390691023,13.83,48.29,5.2,4.665963591
306,0.104717098,13.83,48.29,5.05,7.399605023
307,2.470583898,13.83,48.29,5.05,3.479625015
308,1.955270163,13.83,48.29,4.9,3.814727124
309,0.592233173,1.27,1.46,5.15,1.003836296
310,0.037388565,10.16,25.82,4.9,3.667857946
311,7.873853257,1.16,1.47,4.9,0.734445334
312,2.659032717,8.98,21.77,4.9,2.851872274
313,0.050953011,8.98,21.77,5.1,1.716417509
314,0.838738574,8.98,21.77,5.0,1.74726175
315,0.080816699,13.15,32.7,5.05,5.233307353
316,0.468117137,13.15,32.7,4.85,5.008603127
317,1.678036037,7.85,10.94,4.9,3.844302685
318,0.366066241,11.66,19.77,4.9,2.92561296
319,0.155425918,2.62,1.84,5.1,1.87044244
320,0.608736907,5.28,4.37,5.05,2.934409417
321,0.804487746,11.25,11.91,5.15,4.277381289
322,4.91505922,4.18,4.14,5.0,2.59325051
323,0.03952927,16.94,55.02,4.85,7.64246634
324,0.05740301,2.41,1.45,5.2,1.513331052
325,0.014863663,6.72,14.27,5.15,1.106241168
326,0.02829826,5.9,1.84,5.0,2.214763866
327,1.509953299,10.23,19.62,4.85,5.686493176
328,0.052992682,1.12,1.34,5.2,0.70335718
329,0.078512185,16.28,39.26,5.15,5.406457058
330,0.436728374,14.75,42.06,4.9,5.646651116
331,0.18231985,14.75,42.06,4.9,7.530420832
332,6.391439451,2.06,1.54,4.85,1.724134143
333,21.38969958,28.08,62.23,4.9,7.713605601
334,0.028601682,3.85,13.61,5.15,0.717333387
335,1.776840056,3.85,13.61,5.05,0.155849745
336,0.389406726,3.85,13.61,4.9,1.007425584
337,2.331628895,3.85,13.61,5.1,0.07394303
338,0.062995617,3.85,13.61,5.1,1.276092594
339,0.025828026,3.85,13.61,5.2,1.339133979
340,0.045173744,6.1,2.32,5.2,1.649635279
341,0.316134339,5.48,7.33,5.15,3.385186379
342,0.019108964,14.32,61.2,5.2,6.815457924
343,3.335853454,17.37,80.23,5.15,10.03729437
344,4.255594562,10.38,14.05,4.9,4.00666429
345,0.384342062,7.49,21.77,5.1,3.608005722
346,0.162504081,6.73,31.82,5.0,2.847462476
347,0.261847168,6.73,31.82,5.2,3.47964113
348,1.068107711,6.73,31.82,5.15,2.064115317
349,0.016752718,6.73,31.82,5.05,3.512142549
350,0.012761107,6.73,31.82,5.1,3.144326346
351,1.057477555,6.73,31.82,5.2,1.777166063
352,0.720071448,6.73,31.82,5.15,3.561345782
353,0.10464936,6.38,7.74,4.85,0.473006377
354,0.051616101,10.3,16.83,4.95,4.618248186
355,0.101731067,7.42,31.42,5.1,2.476784623
356,0.011348776,7.42,31.42,5.2,2.855199598
357,0.466356993,7.42,31.42,5.0,2.542507101
358,0.018726094,7.42,31.42,5.2,3.379495593
359,0.027308692,5.88,17.08,5.0,2.827604226
360,0.69193976,5.88,17.08,4.95,1.512246947
361,0.807005862,5.88,17.08,5.15,1.52205126
362,0.054010439,5.88,17.08,5.15,1.792787928
363,0.651029957,4.15,2.98,5.1,1.774640758
364,0.044203203,19.44,18.69,4.9,0.318171177
365,0.839914285,11.18,10.82,4.9,0.354789863
366,0.105716963,11.18,10.82,5.05,2.725026732
367,0.093784099,17.77,33.19,5.05,0.855311648
368,0.739932575,14.36,9.62,5.2,0.105926963
369,0.039939968,21.66,47.93,4.85,2.110053342
370,0.03170553,21.66,47.93,5.05,2.972398894
371,0.084580064,5.56,14.0,4.95,1.948695229
372,0.019711101,25.46,32.94,4.85,0.872969626
373,0.174156175,11.07,23.85,5.1,1.372264283
374,0.597714498,17.33,28.81,4.85,0.564459636
375,0.628441322,18.96,10.12,5.05,0.415803037
376,0.801929024,9.65,21.28,5.0,1.071178672
377,1.035772994,22.94,26.66,4.95,0.46388981
378,0.01430027,22.94,26.66,5.2,5.819730801
379,0.023528234,20.93,74.18,5.1,7.841421879
380,0.642800317,3.68,10.6,4.85,0.981470475
381,0.025212647,9.97,9.06,4.95,1.621122046
382,0.015387443,6.51,4.09,4.85,0.993580891
383,0.034230321,7.42,6.55,5.2,0.846808743
384,3.747174242,7.42,6.55,5.05,1.480452261
385,0.66840755,18.58,15.6,4.9,0.589025399
386,0.181733115,8.42,29.77,5.15,1.840551581
387,0.016304945,7.12,24.93,4.95,2.303253233
388,0.489630394,9.88,18.23,5.15,1.750681066
389,0.013738085,4.86,20.46,4.9,0.831106943
390,0.230005617,4.86,20.46,4.85,0.665417282
391,0.460015556,18.16,45.42,5.15,7.285174503
392,3.327295116,18.61,68.54,5.0,3.904473467
393,3.093777822,11.01,14.41,4.85,0.877035897
394,0.594553494,11.66,12.9,5.05,0.247108061
395,0.244693398,11.66,12.9,4.9,0.803377776
396,2.957696368,5.76,11.23,4.85,1.600886177
397,1.130349255,21.86,38.22,4.9,1.226900486
398,0.541084567,4.82,9.3,4.95,0.27206564
399,0.625742088,4.82,9.3,5.2,2.491101304
400,0.163439097,7.37,12.91,5.15,1.757937095
401,4.091717722,16.34,6.67,5.1,1.826455834
402,0.020022028,16.54,6.34,5.05,0.563907823
403,0.61445628,37.15,14.82,5.2,2.277854296
404,0.03345179,21.46,23.22,5.0,0.742015295
405,0.035755009,10.11,17.61,5.0,0.376549987
406,0.402632393,16.9,14.76,5.05,0.933502341
407,0.043604547,6.8,31.64,5.05,1.537547058
408,0.039256125,6.8,31.64,4.85,4.050930036
409,0.645190186,20.04,36.8,4.85,2.223099623
410,0.011955396,20.04,36.8,4.9,1.438781479
411,0.509530284,19.13,47.45,5.05,4.563243898
412,3.008622788,7.82,7.22,4.9,1.088792551
413,0.881895416,10.45,40.02,4.85,2.231064074
414,0.249285937,24.36,51.18,4.95,2.143179341
415,0.171760598,37.75,53.79,5.0,1.508948091
416,0.368090823,37.75,53.79,5.15,4.979157505
417,0.060594947,15.87,17.59,5.15,5.163487262
418,10.54872913,10.81,13.01,4.85,0.871836111
419,0.018611576,16.97,30.72,4.95,0.554538971
420,2.81222558,16.97,30.72,4.9,0.235881525
421,0.406193271,16.97,30.72,5.05,3.557123499
422,2.07168999,9.17,23.26,5.0,3.165594406
423,0.011461222,9.17,23.26,5.2,1.346484845
424,5.650085011,21.55,17.36,4.85,0.351121665
425,0.016561614,9.1,9.46,5.05,1.962675568
426,0.96017409,19.44,58.34,5.05,4.997231899
427,0.048598384,5.36,5.68,5.0,2.830789092
428,1.677173,10.97,5.55,5.15,0.877284152
429,0.032524558,10.22,18.87,5.15,0.215310308
430,0.052640304,4.78,21.41,5.2,2.040414071
431,0.796526706,7.71,17.9,5.15,1.887216299
432,0.240021522,13.35,36.63,5.2,6.371412979
433,0.123825356,13.35,36.63,5.2,4.201253564
434,0.011726868,17.86,60.64,5.1,6.761083083
435,0.276258311,18.32,23.4,4.85,0.98071875
436,0.220414462,19.54,49.59,4.9,4.80691516
437,1.548235115,9.08,17.72,4.85,1.21498992
438,0.028088969,9.08,17.72,4.9,0.23206736
439,0.042652327,23.38,45.84,5.1,3.643230068
440,0.258341308,23.38,45.84,4.85,2.099312505
441,1.302182791,12.65,5.54,5.05,2.185980129
442,0.025061543,21.84,49.62,5.1,4.292966511
443,0.153262066,10.35,17.16,5.0,0.503900712
444,0.04351795,7.24,8.71,4.9,0.168488661
445,0.077225238,25.39,20.51,5.0,1.952076149
446,5.816449951,25.39,20.51,5.2,4.056569515
447,0.150994027,5.29,11.07,4.95,0.049864404
448,0.840271286,8.61,10.81,5.05,1.427652422
449,0.604876197,10.43,12.28,4.85,0.238091086
450,4.948212379,4.27,5.54,4.85,1.31809941
451,3.231117482,9.19,5.33,5.2,4.56129863
452,0.137825153,19.59,29.79,4.9,0.772342216
453,0.901159727,19.59,29.79,5.15,0.905740231
454,0.113428267,18.88,42.6,5.15,0.993597838
455,0.044527842,18.88,42.6,5.0,1.904078983
456,0.051694943,9.77,28.33,5.0,0.713146279
457,0.275182912,15.04,26.79,4.85,5.469583961
458,0.128215319,15.04,26.79,4.95,0.366674033
459,0.5912062,24.82,37.36,5.05,5.794406476
460,0.067702523,18.66,34.42,4.85,3.24014463
461,0.484874311,11.1,36.25,5.15,3.09763484
462,1.087571556,22.86,19.34,4.95,0.607105124
463,0.432288322,25.88,20.79,4.9,1.651092212
464,6.131708528,5.82,5.45,5.1,1.834216763
465,1.440453402,22.2,25.22,4.9,0.585305693
466,3.880041642,15.08,7.37,4.85,2.59073194
467,6.298382964,6.8,10.68,4.85,0.074118014
468,0.171672422,22.12,43.7,5.0,1.626909384
469,4.504861935,6.38,5.07,4.95,1.494256225
470,0.527625104,19.53,45.55,5.05,4.209730851
471,4.545510158,14.78,26.92,5.0,2.657039252
472,4.768671706,27.43,62.85,4.85,8.659004725
473,0.195491275,17.93,67.07,4.9,5.361284894
474,0.021361148,18.56,25.02,4.85,4.004644231
475,0.446291863,21.71,37.78,5.05,3.831491543
476,3.773980948,2.51,10.53,4.95,0.857460106
477,0.109386794,7.72,10.07,4.9,0.50492141
478,0.018172695,5.24,23.82,4.85,3.458920573
479,0.106634987,11.69,11.28,5.0,4.706847127
480,0.546177326,9.17,14.75,4.85,2.205556976
481,0.335569629,11.16,6.73,4.85,1.253204806
482,0.38773217,13.09,35.27,5.05,1.436549008
483,0.588619655,13.09,35.27,5.0,2.897188392
484,0.07341312,13.09,35.27,4.9,1.820429391
485,1.261085872,21.6,21.77,4.85,0.529572181
486,0.015034941,21.6,21.77,4.85,0.680085847
487,3.156581348,1.3,3.35,4.95,0.21743283
488,3.984342493,1.3,3.35,5.15,0.628158619
489,0.052900451,14.52,11.07,5.05,0.622994064
490,0.760903335,2.26,3.25,5.05,0.785436823
491,0.198827448,27.9,35.63,5.2,6.774364171
492,2.637782317,7.52,15.08,4.85,0.096058782
493,0.274937608,14.61,18.47,4.85,3.496331393
494,0.062916299,6.2,10.29,4.9,1.442149826
495,0.016582512,18.8,36.17,5.1,5.560801701
496,11.35772975,2.03,3.71,4.9,1.125973897
497,0.014662064,9.37,13.8,5.1,2.244135675
498,0.29286113,13.77,9.42,5.05,1.625064283
499,0.045030433,6.26,28.21,5.1,2.909330169
500,0.230113408,28.7,53.44,4.85,7.620242816
501,1.362312752,12.96,11.27,4.85,1.558700125
502,0.06079473,14.6,35.84,5.15,4.444815376
503,0.103941707,14.6,35.84,5.0,4.78553802
504,2.98661902,5.12,16.96,4.85,3.779831142
505,0.524288076,5.12,16.96,4.85,2.478949808
506,1.400805101,5.12,16.96,5.2,3.679554958
507,0.016598214,26.58,12.34,5.05,0.904671008
508,0.058418326,8.7,24.49,5.15,1.306244725
509,0.023555585,21.86,26.45,4.9,4.472287138
510,0.028638603,20.8,27.37,4.9,1.047380103
511,0.018113165,10.47,6.3,4.85,1.716778987
512,0.018945964,12.23,23.26,4.85,5.018323612
513,0.011648386,13.73,35.57,4.9,1.295281038
514,2.221150232,6.0,15.42,5.05,2.475552058
515,0.36340244,31.31,57.18,5.1,4.338332908
516,0.193083305,31.31,57.18,4.95,4.75728567
517,1.779930673,12.68,14.94,4.95,3.780238044
518,0.075981329,7.05,12.99,4.9,1.523479459
519,0.375506803,12.42,29.46,5.15,0.968172605
520,1.276138076,11.86,7.64,4.9,2.194753247
521,0.965535814,15.31,52.86,5.2,9.756068896
522,0.236652412,15.31,52.86,4.85,7.415916338
523,0.531096626,8.17,18.01,5.2,1.450240185
524,3.722734463,28.5,17.65,5.05,0.898401001
525,0.01201826,13.76,17.81,4.95,3.598436433
526,0.276046414,21.06,29.72,4.9,2.642863898
527,2.387687241,4.05,8.16,5.1,1.429402594
528,1.177811084,19.85,42.42,4.95,2.133672594
529,0.014059895,14.04,46.07,5.15,0.810187691
530,0.230108273,14.04,46.07,4.85,1.971183824
531,3.396323365,15.58,13.4,4.9,0.518042705
532,0.963537482,9.35,21.0,4.95,1.067606889
533,0.022640847,9.35,21.0,5.1,0.692937061
534,0.675499752,14.42,6.38,4.85,1.825555316
535,0.486097927,14.42,6.38,4.85,0.162233947
536,5.694717934,14.0,22.52,4.9,1.828832033
